time,algae,rotifers,egg_ratio,eggs,dead_animals,external_medium,cycle_id
87.0,0.43,24.08,0.33,8.03,0.4,80.0,C10
88.0,0.78,18.86,0.84,15.85,0.2,80.0,C10
89.0,0.41,23.88,0.25,6.02,0.8,80.0,C10
90.0,0.57,22.27,0.37,8.23,0.6,80.0,C10
91.0,0.45,20.47,0.4,8.23,0.0,80.0,C10
92.0,0.67,12.04,0.5,6.02,0.0,80.0,C10
93.0,0.62,11.24,0.45,5.02,0.4,80.0,C10
94.0,0.47,15.05,1.0,15.05,0.2,80.0,C10
95.0,0.41,22.48,0.43,9.63,0.0,80.0,C10
96.0,0.37,20.47,0.4,8.23,0.4,80.0,C10
97.0,0.37,11.24,0.41,4.62,0.0,80.0,C10
98.0,0.35,9.83,0.43,4.21,0.8,80.0,C10
99.0,0.41,8.03,0.8,6.42,0.0,80.0,C10
100.0,0.5,14.05,0.81,11.44,0.8,80.0,C10
101.0,0.69,17.66,1.07,18.86,0.6,80.0,C10
102.0,0.68,25.69,0.41,10.43,0.6,80.0,C10
103.0,0.54,30.9,0.33,10.23,0.8,80.0,C10
104.0,0.35,16.86,0.17,2.81,0.4,80.0,C10
105.0,0.33,10.84,0.22,2.41,0.6,80.0,C10
106.0,0.55,11.04,0.55,6.02,0.4,80.0,C10
107.0,0.57,12.24,0.9,11.04,0.2,80.0,C10
108.0,2.1,13.65,0.91,12.44,0.4,80.0,C10
109.0,0.48,18.86,0.52,9.83,0.6,80.0,C10
110.0,0.28,21.07,0.28,5.82,0.4,80.0,C10
111.0,0.39,11.64,0.84,9.83,0.2,80.0,C10
112.0,0.37,14.65,0.71,10.43,0.8,80.0,C10
113.0,0.44,14.25,0.66,9.43,0.4,80.0,C10
114.0,0.34,17.86,0.29,5.22,0.6,80.0,C10
115.0,0.59,11.64,0.24,2.81,0.8,80.0,C10
116.0,0.45,16.05,0.45,7.22,1.0,80.0,C10
117.0,0.56,15.25,0.64,9.83,0.6,80.0,C10
118.0,0.48,5.62,0.54,3.01,0.8,80.0,C10
119.0,0.38,6.02,0.37,2.21,0.4,80.0,C10
120.0,0.53,5.62,1.14,6.42,0.4,80.0,C10
121.0,0.38,7.63,0.37,2.81,0.4,80.0,C10
122.0,0.47,10.84,0.33,3.61,0.4,80.0,C10
123.0,0.44,6.02,0.7,4.21,0.4,80.0,C10
124.0,0.41,7.63,0.45,3.41,0.4,80.0,C10
125.0,0.4,3.01,0.4,1.2,0.0,80.0,C10
126.0,0.45,5.22,0.69,3.61,0.0,80.0,C10
127.0,0.48,9.43,0.47,4.41,0.4,80.0,C10
128.0,0.36,4.62,0.52,2.41,0.4,80.0,C10
129.0,0.4,4.41,0.59,2.61,0.0,80.0,C10
130.0,0.29,4.01,0.6,2.41,0.4,80.0,C10
131.0,0.29,3.21,1.0,3.21,0.6,80.0,C10
132.0,0.31,2.41,1.08,2.61,0.4,80.0,C10
133.0,0.47,2.41,0.67,1.61,0.0,80.0,C10
134.0,0.5,9.03,0.87,7.83,0.0,80.0,C10
135.0,0.43,8.43,0.69,5.82,0.2,80.0,C10
136.0,0.51,6.42,0.84,5.42,0.4,80.0,C10
137.0,0.34,10.84,0.74,8.03,0.0,80.0,C10
138.0,0.32,12.04,0.4,4.82,0.0,80.0,C10
139.0,0.39,10.84,0.56,6.02,0.0,80.0,C10
140.0,0.34,6.42,0.88,5.62,0.0,80.0,C10
141.0,0.41,8.23,1.2,9.83,0.2,80.0,C10
142.0,0.34,14.45,0.82,11.84,0.2,80.0,C10
143.0,0.42,8.63,0.77,6.62,0.0,80.0,C10
144.0,0.34,9.63,0.54,5.22,0.2,80.0,C10
145.0,0.36,14.05,0.37,5.22,0.8,80.0,C10
146.0,0.28,10.64,0.23,2.41,0.4,80.0,C10
147.0,0.38,10.23,0.57,5.82,0.0,80.0,C10
148.0,0.31,22.27,0.77,17.06,0.6,80.0,C10
149.0,0.33,14.45,0.6,8.63,0.2,80.0,C10
150.0,0.28,13.85,0.45,6.22,0.0,80.0,C10
151.0,0.33,11.64,0.62,7.22,0.0,80.0,C10
152.0,0.35,8.03,0.65,5.22,0.4,80.0,C10
153.0,0.44,7.42,0.59,4.41,0.4,80.0,C10
154.0,0.53,14.65,0.7,10.23,0.6,80.0,C10
155.0,0.47,21.47,0.57,12.24,0.0,80.0,C10
156.0,0.45,14.65,0.6,8.83,0.0,80.0,C10
157.0,0.46,24.68,0.46,11.24,0.4,80.0,C10
158.0,0.33,13.44,0.39,5.22,0.2,80.0,C10
159.0,0.34,11.04,0.6,6.62,0.0,80.0,C10
160.0,0.23,7.42,0.35,2.61,0.0,80.0,C10
161.0,0.29,10.23,0.49,5.02,0.2,80.0,C10
162.0,0.29,11.24,0.71,8.03,0.4,80.0,C10
163.0,0.4,5.22,0.69,3.61,0.4,80.0,C10
164.0,1.66,9.43,0.57,5.42,0.8,80.0,C10
165.0,0.44,8.03,0.75,6.02,0.4,80.0,C10
166.0,0.28,16.45,0.48,7.83,0.6,80.0,C10
167.0,,,,,,80.0,C10
168.0,0.31,10.43,0.33,3.41,0.8,80.0,C10
169.0,0.37,9.03,1.07,9.63,0.4,80.0,C10
170.0,0.4,7.83,1.03,8.03,0.2,80.0,C10
171.0,0.28,12.44,0.58,7.22,0.6,80.0,C10
172.0,0.18,14.45,0.36,5.22,0.0,80.0,C10
173.0,0.15,9.83,0.18,1.81,0.6,80.0,C10
174.0,0.34,2.41,0.58,1.4,0.0,80.0,C10
175.0,0.31,3.61,0.33,1.2,0.0,80.0,C10
176.0,0.28,5.82,1.03,6.02,0.0,80.0,C10
177.0,0.23,9.03,0.6,5.42,0.2,80.0,C10
178.0,0.19,0.8,1.0,0.8,0.0,80.0,C10
179.0,0.28,1.2,0.67,0.8,0.0,80.0,C10
180.0,0.24,4.82,0.33,1.61,0.4,80.0,C10
181.0,0.24,5.42,0.48,2.61,0.0,80.0,C10
182.0,0.27,11.64,0.47,5.42,0.0,80.0,C10
183.0,0.48,9.63,0.6,5.82,0.2,80.0,C10
184.0,0.23,6.02,0.23,1.4,0.6,80.0,C10
185.0,0.22,3.41,0.41,1.4,0.0,80.0,C10
186.0,0.89,9.63,0.42,4.01,0.8,80.0,C10
187.0,0.18,4.41,0.14,0.6,0.0,80.0,C10
188.0,0.2,5.22,0.31,1.61,0.0,80.0,C10
189.0,0.24,3.81,0.42,1.61,0.0,80.0,C10
190.0,0.22,4.01,0.9,3.61,0.2,80.0,C10
191.0,0.27,9.63,0.35,3.41,0.0,80.0,C10
192.0,0.26,5.22,0.92,4.82,0.2,80.0,C10
193.0,0.27,7.83,0.59,4.62,0.4,80.0,C10
194.0,0.16,5.82,0.72,4.21,1.4,80.0,C10
195.0,0.29,8.83,0.48,4.21,0.0,80.0,C10
196.0,0.24,4.82,0.54,2.61,0.4,80.0,C10
197.0,0.2,2.41,0.58,1.4,0.8,80.0,C10
0.0,1.63,0.6,1.33,0.8,0.0,80.0,C2
1.0,0.8,0.4,1.0,0.4,0.0,80.0,C2
2.0,0.64,10.23,0.47,4.82,0.6,80.0,C2
3.0,0.4,17.26,0.23,4.01,0.0,80.0,C2
4.0,0.16,6.42,0.16,1.0,0.2,80.0,C2
5.0,0.14,3.81,0.42,1.61,0.2,80.0,C2
6.0,0.26,1.4,0.43,0.6,0.0,80.0,C2
7.0,1.22,3.61,0.22,0.8,0.0,80.0,C2
8.0,0.95,4.82,0.5,2.41,0.4,80.0,C2
9.0,0.39,23.08,0.22,5.02,0.2,80.0,C2
10.0,0.12,18.06,0.1,1.81,0.6,80.0,C2
11.0,0.13,3.61,0.11,0.4,0.4,80.0,C2
12.0,0.45,2.41,0.25,0.6,0.4,80.0,C2
13.0,0.61,4.62,0.91,4.21,0.2,80.0,C2
14.0,1.14,9.43,0.38,3.61,0.4,80.0,C2
15.0,0.63,25.28,0.23,5.82,0.4,80.0,C2
16.0,0.13,14.05,0.14,2.01,0.0,80.0,C2
17.0,0.4,7.63,0.26,2.01,0.8,80.0,C2
18.0,0.73,7.02,0.57,4.01,0.2,80.0,C2
19.0,0.44,27.69,0.15,4.21,0.8,80.0,C2
20.0,0.35,21.07,0.11,2.41,0.0,80.0,C2
21.0,0.24,20.47,0.06,1.2,0.6,80.0,C2
22.0,0.46,22.07,0.25,5.62,0.2,80.0,C2
23.0,1.03,16.86,0.38,6.42,0.4,80.0,C2
24.0,0.49,24.28,0.1,2.41,0.4,80.0,C2
25.0,0.31,14.65,0.14,2.01,0.4,80.0,C2
26.0,0.66,6.82,0.44,3.01,0.4,80.0,C2
27.0,0.77,10.43,0.5,5.22,0.4,80.0,C2
28.0,0.56,27.29,0.11,3.01,0.4,80.0,C2
29.0,0.18,39.73,0.09,3.61,0.8,80.0,C2
30.0,0.22,21.67,0.07,1.61,1.0,80.0,C2
31.0,0.46,7.22,0.75,5.42,0.4,80.0,C2
32.0,0.74,10.03,0.3,3.01,0.6,80.0,C2
33.0,0.66,15.05,0.2,3.01,0.2,80.0,C2
34.0,0.56,7.63,0.24,1.81,0.4,80.0,C2
35.0,0.76,22.07,0.36,8.03,0.4,80.0,C2
36.0,0.43,24.88,0.15,3.61,0.2,80.0,C2
37.0,0.48,23.48,0.22,5.22,0.6,80.0,C2
38.0,0.75,13.44,0.25,3.41,0.2,80.0,C2
39.0,0.45,16.66,0.06,1.0,0.2,80.0,C2
40.0,0.36,10.23,0.24,2.41,0.6,80.0,C2
41.0,0.55,5.82,0.52,3.01,0.0,80.0,C2
42.0,0.85,12.24,0.8,9.83,0.0,80.0,C2
43.0,0.64,40.33,0.28,11.24,0.2,80.0,C2
44.0,0.45,48.96,0.16,7.63,0.6,80.0,C2
45.0,0.5,21.47,0.07,1.4,0.4,80.0,C2
46.0,0.61,14.05,0.29,4.01,0.4,80.0,C2
47.0,0.57,12.44,0.34,4.21,0.6,80.0,C2
48.0,0.5,12.04,0.2,2.41,0.0,80.0,C2
49.0,0.66,10.64,0.53,5.62,0.4,80.0,C2
50.0,0.79,13.65,0.21,2.81,0.0,80.0,C2
51.0,0.9,24.68,0.41,10.03,0.6,80.0,C2
52.0,0.49,20.47,0.09,1.81,0.8,80.0,C2
53.0,0.57,16.25,0.25,4.01,0.8,80.0,C2
54.0,0.69,15.25,0.32,4.82,0.4,80.0,C2
55.0,0.63,19.47,0.36,7.02,0.8,80.0,C2
56.0,1.05,38.93,0.45,17.46,0.4,80.0,C2
57.0,0.43,32.91,0.09,3.01,0.8,80.0,C2
58.0,0.44,19.67,0.13,2.61,0.4,80.0,C2
59.0,0.51,26.49,0.28,7.42,0.6,80.0,C2
60.0,0.6,16.86,0.3,5.02,0.8,80.0,C2
61.0,0.42,10.64,0.11,1.2,0.4,80.0,C2
62.0,0.44,24.68,0.27,6.62,0.8,80.0,C2
63.0,0.53,20.87,0.37,7.63,0.4,80.0,C2
64.0,0.83,32.31,0.32,10.43,0.6,80.0,C2
65.0,0.6,36.32,0.18,6.62,0.0,80.0,C2
66.0,0.25,21.67,0.04,0.8,0.6,80.0,C2
67.0,0.28,7.83,0.1,0.8,1.0,80.0,C2
68.0,0.35,3.21,0.25,0.8,0.8,80.0,C2
69.0,0.65,11.84,0.39,4.62,0.6,80.0,C2
70.0,0.8,10.64,0.26,2.81,0.2,80.0,C2
71.0,0.69,31.1,0.26,8.23,0.0,80.0,C2
72.0,0.98,32.11,0.42,13.65,0.2,80.0,C2
73.0,0.95,42.54,0.59,25.28,2.61,80.0,C2
74.0,0.29,28.29,0.02,0.6,1.4,80.0,C2
75.0,0.26,8.03,0.03,0.2,1.2,80.0,C2
76.0,0.42,7.42,0.41,3.01,0.6,80.0,C2
77.0,0.61,4.01,0.75,3.01,0.0,80.0,C2
78.0,1.23,6.82,0.41,2.81,0.6,80.0,C2
79.0,1.14,29.9,0.5,15.05,0.4,80.0,C2
80.0,0.59,30.7,0.22,6.62,0.4,80.0,C2
81.0,0.51,21.47,0.16,3.41,0.4,80.0,C2
82.0,0.51,15.45,0.26,4.01,0.4,80.0,C2
83.0,0.36,25.28,0.39,9.83,0.0,80.0,C2
84.0,0.83,33.11,0.52,17.26,0.6,80.0,C2
85.0,1.08,34.11,0.71,24.08,1.0,80.0,C2
86.0,0.22,30.1,0.1,3.01,1.2,80.0,C2
87.0,0.39,13.65,0.21,2.81,1.61,80.0,C2
88.0,0.56,17.26,0.24,4.21,0.4,80.0,C2
89.0,0.7,14.05,0.37,5.22,0.8,80.0,C2
90.0,0.62,22.27,0.23,5.22,0.6,80.0,C2
91.0,0.61,21.47,0.37,8.03,0.6,80.0,C2
92.0,0.64,21.27,0.36,7.63,0.2,80.0,C2
93.0,1.03,16.05,0.59,9.43,0.4,80.0,C2
94.0,0.35,25.49,0.09,2.21,0.4,80.0,C2
95.0,0.41,9.43,0.53,5.02,0.8,80.0,C2
96.0,0.68,12.64,0.37,4.62,0.4,80.0,C2
97.0,0.74,13.85,0.36,5.02,0.8,80.0,C2
98.0,0.76,24.88,0.36,9.03,0.6,80.0,C2
99.0,0.75,32.51,1.01,32.91,1.0,80.0,C2
100.0,0.52,29.5,0.16,4.82,0.8,80.0,C2
101.0,1.76,25.28,1.1,27.69,1.4,80.0,C2
102.0,0.73,40.54,0.22,9.03,0.6,80.0,C2
103.0,0.24,22.68,0.12,2.81,1.0,80.0,C2
104.0,0.47,7.22,0.89,6.42,2.21,80.0,C2
105.0,0.84,17.66,0.57,10.03,0.8,80.0,C2
106.0,0.59,16.05,0.21,3.41,0.4,80.0,C2
107.0,1.47,17.86,1.09,19.47,1.61,80.0,C2
108.0,0.44,28.09,0.09,2.41,1.0,80.0,C2
109.0,0.26,12.44,0.03,0.4,0.8,80.0,C2
110.0,0.35,3.61,0.5,1.81,0.6,80.0,C2
111.0,0.42,3.21,0.88,2.81,0.4,80.0,C2
112.0,0.82,7.63,0.68,5.22,0.6,80.0,C2
113.0,1.1,10.64,0.64,6.82,0.4,80.0,C2
114.0,0.73,23.68,0.31,7.42,0.8,80.0,C2
115.0,0.4,16.66,0.16,2.61,0.4,80.0,C2
116.0,1.03,15.85,0.58,9.23,1.4,80.0,C2
117.0,0.66,25.28,0.32,8.03,0.8,80.0,C2
118.0,0.33,18.66,0.17,3.21,0.8,80.0,C2
119.0,0.84,17.06,1.0,17.06,0.6,80.0,C2
120.0,0.46,34.52,0.1,3.61,0.4,80.0,C2
121.0,0.56,10.84,0.52,5.62,1.0,80.0,C2
122.0,0.85,12.64,0.79,10.03,0.8,80.0,C2
123.0,0.71,19.06,0.54,10.23,0.2,80.0,C2
124.0,0.3,12.24,0.08,1.0,0.8,80.0,C2
125.0,0.39,10.84,0.72,7.83,0.6,80.0,C2
126.0,0.7,13.65,0.81,11.04,0.4,80.0,C2
127.0,1.12,22.27,0.87,19.47,1.0,80.0,C2
128.0,0.44,36.52,0.08,2.81,0.8,80.0,C2
129.0,0.4,16.45,0.24,4.01,1.61,80.0,C2
130.0,0.3,12.84,0.25,3.21,2.21,80.0,C2
131.0,0.48,13.65,0.46,6.22,0.4,80.0,C2
132.0,0.62,18.66,0.88,16.45,0.6,80.0,C2
133.0,1.85,,,,,80.0,C2
134.0,0.36,50.77,0.11,5.42,1.2,80.0,C2
135.0,0.15,17.26,0.02,0.4,0.4,80.0,C2
136.0,0.33,6.42,0.91,5.82,0.8,80.0,C2
137.0,0.85,12.44,1.06,13.24,0.6,80.0,C2
138.0,0.34,22.48,0.14,3.21,0.8,80.0,C2
139.0,0.4,11.84,0.17,2.01,1.2,80.0,C2
140.0,0.4,21.87,0.38,8.23,2.81,80.0,C2
141.0,0.33,20.27,0.66,13.44,0.6,80.0,C2
142.0,0.32,19.87,0.22,4.41,1.0,80.0,C2
143.0,0.39,17.06,0.53,9.03,2.21,80.0,C2
144.0,0.46,9.03,0.58,5.22,2.21,80.0,C2
145.0,0.46,8.23,0.59,4.82,1.2,80.0,C2
146.0,0.46,17.46,0.55,9.63,1.4,80.0,C2
147.0,0.49,19.87,0.42,8.43,1.0,80.0,C2
148.0,0.47,15.85,0.42,6.62,2.61,80.0,C2
149.0,1.23,20.07,0.58,11.64,0.8,80.0,C2
150.0,0.46,32.31,0.23,7.42,1.61,80.0,C2
151.0,0.83,24.28,0.61,14.85,2.81,80.0,C2
152.0,0.22,18.46,0.05,1.0,1.0,80.0,C2
153.0,0.2,12.64,0.79,10.03,0.8,80.0,C2
154.0,0.21,4.21,0.76,3.21,1.0,80.0,C2
155.0,0.75,2.81,1.43,4.01,0.4,80.0,C2
156.0,0.64,6.42,1.31,8.43,0.6,80.0,C2
157.0,1.32,9.23,0.39,3.61,0.2,80.0,C2
158.0,0.54,31.71,0.29,9.23,4.21,80.0,C2
159.0,,,,,,80.0,C2
160.0,0.38,11.24,0.48,5.42,3.61,80.0,C2
161.0,0.8,10.64,0.53,5.62,0.6,80.0,C2
162.0,1.01,8.83,1.41,12.44,0.6,80.0,C2
163.0,0.47,23.88,0.39,9.23,0.0,80.0,C2
164.0,0.36,14.45,0.36,5.22,0.0,80.0,C2
165.0,0.32,9.83,0.18,1.81,0.6,80.0,C2
166.0,0.41,8.83,0.8,7.02,0.8,80.0,C2
167.0,0.74,14.25,0.72,10.23,0.6,80.0,C2
168.0,0.64,23.88,0.51,12.24,1.4,80.0,C2
169.0,0.56,28.09,0.48,13.44,1.2,80.0,C2
170.0,0.46,1.4,0.43,0.6,1.2,80.0,C2
171.0,0.71,5.42,0.26,1.4,0.8,80.0,C2
172.0,0.53,15.25,0.21,3.21,1.81,80.0,C2
173.0,0.3,10.03,0.04,0.4,1.2,80.0,C2
174.0,0.26,11.84,0.08,1.0,0.6,80.0,C2
175.0,0.62,7.22,0.33,2.41,1.2,80.0,C2
176.0,0.77,12.44,0.6,7.42,0.8,80.0,C2
177.0,0.74,4.01,0.35,1.4,0.6,80.0,C2
178.0,0.29,19.06,0.16,3.01,0.8,80.0,C2
179.0,0.39,9.23,0.52,4.82,1.4,80.0,C2
180.0,0.41,11.44,0.16,1.81,1.4,80.0,C2
181.0,1.04,11.04,0.16,1.81,1.4,80.0,C2
182.0,0.44,9.23,0.11,1.0,2.41,80.0,C2
183.0,0.21,14.45,0.07,1.0,1.0,80.0,C2
184.0,0.11,5.82,0.17,1.0,0.6,80.0,C2
185.0,0.42,5.62,0.64,3.61,1.0,80.0,C2
186.0,0.45,6.02,0.4,2.41,0.2,80.0,C2
187.0,0.37,12.44,0.29,3.61,0.0,80.0,C2
188.0,0.53,8.03,0.35,2.81,0.8,80.0,C2
189.0,0.44,5.02,0.28,1.4,0.2,80.0,C2
0.0,1.23,7.42,0.03,0.2,0.0,80.0,C3
1.03,0.63,,,,,80.0,C3
2.18,0.12,15.65,0.23,3.61,0.0,80.0,C3
3.21,0.58,16.86,0.02,0.4,0.0,80.0,C3
4.03,0.28,7.83,0.67,5.22,0.8,80.0,C3
5.06,0.17,12.84,0.09,1.2,0.4,80.0,C3
6.03,0.22,15.65,0.05,0.8,0.0,80.0,C3
6.98,0.41,14.25,0.2,2.81,0.0,80.0,C3
8.0,0.15,22.07,0.06,1.4,0.8,80.0,C3
9.09,0.19,26.89,0.02,0.6,0.8,80.0,C3
10.15,0.54,16.05,0.45,7.22,1.0,80.0,C3
10.99,0.3,30.9,0.31,9.63,0.8,80.0,C3
12.01,0.22,20.27,0.1,2.01,0.0,80.0,C3
13.06,0.34,20.07,0.49,9.83,3.01,80.0,C3
14.02,0.26,25.69,0.02,0.6,1.0,80.0,C3
15.0,0.77,21.67,0.83,18.06,1.4,80.0,C3
16.09,0.34,31.91,0.19,6.22,3.61,80.0,C3
17.06,0.23,20.87,0.04,0.8,2.61,80.0,C3
17.99,0.84,12.24,0.69,8.43,2.81,80.0,C3
19.02,0.91,22.88,0.91,20.87,4.21,80.0,C3
20.01,0.26,38.73,0.04,1.61,1.81,80.0,C3
21.02,0.36,11.24,0.27,3.01,4.21,80.0,C3
22.09,0.35,28.9,0.5,14.45,0.8,80.0,C3
23.27,0.41,43.95,0.28,12.24,0.4,80.0,C3
24.13,0.24,29.5,0.2,6.02,1.81,80.0,C3
25.0,0.21,21.27,0.19,4.01,1.2,80.0,C3
26.03,0.25,29.9,0.29,8.63,2.21,80.0,C3
27.13,0.31,30.1,0.24,7.22,5.02,80.0,C3
28.09,0.32,28.7,0.27,7.63,2.21,80.0,C3
29.02,0.28,19.87,0.19,3.81,1.0,80.0,C3
30.25,0.11,37.73,0.17,6.42,2.61,80.0,C3
30.99,0.28,25.89,0.08,2.01,3.01,80.0,C3
32.04,0.27,12.04,1.23,14.85,3.61,80.0,C3
33.01,0.25,25.69,0.17,4.41,1.4,80.0,C3
34.01,0.11,19.26,0.11,2.21,1.2,80.0,C3
35.07,0.44,5.42,0.41,2.21,1.61,80.0,C3
36.02,0.14,10.23,0.22,2.21,0.4,80.0,C3
37.06,0.3,16.25,0.3,4.82,2.61,80.0,C3
38.17,0.38,15.25,0.33,5.02,1.81,80.0,C3
39.01,0.29,16.86,0.05,0.8,2.01,80.0,C3
40.02,0.47,23.88,0.29,6.82,1.4,80.0,C3
41.03,0.46,20.07,0.27,5.42,2.21,80.0,C3
42.07,0.46,18.26,0.2,3.61,2.01,80.0,C3
43.02,0.52,9.43,0.3,2.81,2.01,80.0,C3
44.13,0.51,19.47,0.4,7.83,2.21,80.0,C3
45.13,0.4,19.87,0.24,4.82,1.2,80.0,C3
46.22,0.43,11.64,0.45,5.22,1.0,80.0,C3
47.0,0.61,26.89,0.36,9.63,1.61,80.0,C3
48.01,0.36,40.74,0.32,12.84,0.4,80.0,C3
48.98,0.18,34.72,0.09,3.21,0.0,80.0,C3
50.01,0.18,18.26,0.15,2.81,0.2,80.0,C3
51.26,0.2,9.83,0.2,2.01,,80.0,C3
52.13,0.28,7.22,0.11,0.8,0.4,80.0,C3
52.99,0.82,5.02,0.44,2.21,2.21,80.0,C3
54.03,0.38,10.23,0.59,6.02,0.4,80.0,C3
55.0,0.39,15.25,0.49,7.42,0.0,80.0,C3
56.17,0.27,30.7,0.14,4.21,0.4,80.0,C3
57.11,0.31,28.7,0.08,2.21,0.0,80.0,C3
58.18,0.4,16.25,0.14,2.21,0.8,80.0,C3
59.11,0.24,8.83,0.05,0.4,1.61,80.0,C3
60.05,0.23,2.61,0.46,1.2,0.4,80.0,C3
60.99,0.53,10.23,0.59,6.02,1.2,80.0,C3
62.05,1.13,18.26,0.87,15.85,4.41,80.0,C3
63.03,0.67,42.94,0.21,8.83,1.4,80.0,C3
64.02,0.36,36.72,0.18,6.62,2.61,80.0,C3
65.09,0.23,26.89,0.14,3.81,1.81,80.0,C3
66.15,0.16,13.44,0.06,0.8,2.21,80.0,C3
67.02,0.25,4.41,0.55,2.41,1.0,80.0,C3
67.98,0.93,6.62,0.7,4.62,9.03,80.0,C3
68.95,0.94,11.24,0.57,6.42,4.21,80.0,C3
69.99,0.71,28.5,0.23,6.62,0.4,80.0,C3
71.0,0.41,24.48,0.2,5.02,1.4,80.0,C3
72.09,0.46,27.89,0.29,8.03,7.02,80.0,C3
72.96,0.32,19.67,0.07,1.4,4.01,80.0,C3
73.95,0.3,9.63,0.19,1.81,3.81,80.0,C3
74.99,0.59,,,,,80.0,C3
75.99,0.83,15.25,0.88,13.44,5.02,80.0,C3
77.0,0.6,22.27,0.26,5.82,2.01,80.0,C3
78.04,0.46,20.67,0.24,5.02,,80.0,C3
78.96,0.25,10.64,0.21,2.21,,80.0,C3
80.07,0.52,13.24,0.62,8.23,,80.0,C3
80.99,0.4,13.24,0.15,2.01,,80.0,C3
82.01,0.72,18.26,0.29,5.22,0.6,80.0,C3
83.0,0.68,27.09,0.21,5.82,1.0,80.0,C3
84.03,0.3,21.47,0.03,0.6,1.4,80.0,C3
85.02,0.29,9.23,0.07,0.6,1.0,80.0,C3
85.99,0.44,10.43,0.46,4.82,1.2,80.0,C3
87.08,0.29,12.64,0.14,1.81,0.6,80.0,C3
88.01,0.3,11.84,0.29,3.41,3.21,80.0,C3
89.03,1.23,9.63,0.27,2.61,0.4,80.0,C3
90.04,0.69,21.27,0.42,8.83,0.4,80.0,C3
91.0,0.53,27.49,0.16,4.41,0.4,80.0,C3
92.07,0.44,26.49,0.21,5.62,1.4,80.0,C3
93.1,0.5,23.08,0.23,5.22,0.6,80.0,C3
94.13,2.12,15.85,0.25,4.01,1.81,80.0,C3
95.13,0.79,29.1,0.14,4.01,2.01,80.0,C3
96.01,0.24,26.89,0.09,2.41,0.6,80.0,C3
97.07,0.51,5.22,0.54,2.81,3.61,80.0,C3
98.05,0.58,17.26,0.47,8.03,2.61,80.0,C3
99.04,0.5,26.89,0.34,9.23,1.2,80.0,C3
100.09,0.63,30.9,0.18,5.62,1.2,80.0,C3
101.15,0.27,20.47,0.03,0.6,1.61,80.0,C3
102.02,0.27,8.83,0.07,0.6,0.6,80.0,C3
103.06,0.95,9.03,0.2,1.81,1.2,80.0,C3
104.02,0.96,17.66,0.39,6.82,1.0,80.0,C3
105.02,0.5,48.16,0.16,7.83,1.0,80.0,C3
105.99,0.28,35.32,0.1,3.41,0.4,80.0,C3
107.09,0.39,14.65,0.16,2.41,0.8,80.0,C3
108.24,0.36,19.67,0.18,3.61,0.4,80.0,C3
109.01,0.42,5.42,0.19,1.0,0.4,80.0,C3
109.99,0.44,1.61,0.5,0.8,0.4,80.0,C3
110.98,0.74,20.27,0.51,10.43,2.81,80.0,C3
112.02,0.51,25.28,0.27,6.82,0.8,80.0,C3
113.0,0.22,33.71,0.06,2.01,0.6,80.0,C3
